t_rel_s,memory_used_mib,memory_total_mib,gpu_util_pct,memory_util_pct,power_w,temperature_c,sm_clock_mhz
0.0023106999997253297,6213.23828125,24564.0,43.0,18.0,125.003,42.0,2700.0
0.06141889999980776,6363.23828125,24564.0,43.0,18.0,125.003,42.0,2700.0
0.12163340000006428,6363.23828125,24564.0,43.0,18.0,125.003,42.0,2700.0
0.18209300000035,6363.23828125,24564.0,57.0,20.0,130.423,44.0,2685.0
0.2442540000001827,6363.23828125,24564.0,57.0,20.0,130.423,44.0,2685.0
0.30507529999977123,6363.23828125,24564.0,57.0,20.0,130.423,44.0,2685.0
0.36691330000030575,6363.23828125,24564.0,57.0,20.0,130.423,44.0,2685.0
0.42718020000029355,6363.23828125,24564.0,57.0,20.0,130.423,44.0,2685.0
0.48832930000025954,6363.23828125,24564.0,57.0,20.0,130.423,44.0,2685.0
0.5503049999997529,6363.23828125,24564.0,57.0,20.0,130.423,44.0,2685.0
0.6116040999995676,6363.23828125,24564.0,57.0,20.0,130.423,44.0,2685.0
0.6731937000004109,6363.23828125,24564.0,43.0,18.0,126.861,42.0,2685.0
0.7348267999996096,6363.23828125,24564.0,43.0,18.0,126.861,42.0,2685.0
0.795697200000177,6363.23828125,24564.0,43.0,18.0,126.861,42.0,2685.0
0.8567913999995653,6363.23828125,24564.0,43.0,18.0,126.861,42.0,2685.0
0.9174597000001086,6363.23828125,24564.0,43.0,18.0,126.861,42.0,2685.0
0.9793421000003946,6363.23828125,24564.0,43.0,18.0,126.861,42.0,2685.0
1.0391430999998192,6363.23828125,24564.0,43.0,18.0,126.861,42.0,2685.0
1.1006416000000172,6363.23828125,24564.0,43.0,18.0,126.861,42.0,2685.0
1.1609883000000991,6363.23828125,24564.0,44.0,20.0,136.424,43.0,2685.0
1.2210634000002756,6363.23828125,24564.0,44.0,20.0,136.424,43.0,2685.0
1.2834829000003083,6363.23828125,24564.0,44.0,20.0,136.424,43.0,2685.0
1.346209600000293,6363.23828125,24564.0,44.0,20.0,136.424,43.0,2685.0
1.4088568999995914,6363.23828125,24564.0,44.0,20.0,136.424,43.0,2685.0
1.469895500000348,6363.23828125,24564.0,44.0,20.0,136.424,43.0,2685.0
1.531698900000265,6363.23828125,24564.0,44.0,20.0,136.424,43.0,2685.0
