t_rel_s,label
0.0006996000001890934,repeat0:start
3.1077863999998954,repeat0:end
3.108168200000364,repeat1:start
6.220521100000042,repeat1:end
6.220715200000086,repeat2:start
9.327906299999995,repeat2:end
