t_rel_s,label
0.0006771999996999511,repeat0:start
67.07061489999978,repeat0:end
67.07082799999989,repeat1:start
134.4638130000003,repeat1:end
134.46401920000062,repeat2:start
201.30870929999946,repeat2:end
