t_rel_s,label
0.0007012000005488517,repeat0:start
10.2221425000007,repeat0:end
10.222349600000598,repeat1:start
20.420035300001473,repeat1:end
20.420219100000395,repeat2:start
30.634399500000654,repeat2:end
