t_rel_s,memory_used_mib,memory_total_mib,gpu_util_pct,memory_util_pct,power_w,temperature_c,sm_clock_mhz
0.0022652000006928574,10953.328125,24564.0,40.0,15.0,120.471,47.0,2685.0
0.060923800001546624,10953.328125,24564.0,40.0,15.0,120.471,47.0,2685.0
0.12216230000012729,10953.328125,24564.0,34.0,13.0,119.661,51.0,2685.0
0.1844083000014507,10953.328125,24564.0,34.0,13.0,119.661,51.0,2685.0
0.24522980000074313,10953.328125,24564.0,34.0,13.0,119.661,51.0,2685.0
0.30748730000050273,10953.328125,24564.0,34.0,13.0,119.661,51.0,2685.0
0.36995480000041425,10953.328125,24564.0,34.0,13.0,119.661,51.0,2685.0
0.4306584000005387,10953.328125,24564.0,34.0,13.0,119.661,51.0,2685.0
0.4933489000013651,10953.328125,24564.0,34.0,13.0,119.661,51.0,2685.0
0.5544051000015315,10953.328125,24564.0,34.0,13.0,119.661,51.0,2685.0
0.6166962000006606,10953.328125,24564.0,74.0,44.0,206.598,52.0,2685.0
0.6790977000000566,10953.328125,24564.0,74.0,44.0,206.598,52.0,2685.0
0.7398994000013772,10953.328125,24564.0,74.0,44.0,206.598,52.0,2685.0
0.8015200000008917,10953.328125,24564.0,74.0,44.0,206.598,52.0,2685.0
0.8643206000015198,10953.328125,24564.0,74.0,44.0,206.598,52.0,2685.0
0.9256281000016315,10953.328125,24564.0,74.0,44.0,206.598,52.0,2685.0
0.9874015000004874,10953.328125,24564.0,74.0,44.0,206.598,52.0,2685.0
1.0502625000008265,10953.328125,24564.0,74.0,44.0,206.598,52.0,2685.0
1.1126421000008122,10953.328125,24564.0,40.0,15.0,206.755,48.0,2685.0
1.1743288000016037,10953.328125,24564.0,40.0,15.0,206.755,48.0,2685.0
1.2357093999999051,10953.328125,24564.0,40.0,15.0,206.755,48.0,2685.0
1.2972737000000052,10953.328125,24564.0,40.0,15.0,206.755,48.0,2685.0
1.3587823000016215,10953.328125,24564.0,40.0,15.0,206.755,48.0,2685.0
1.4201881000008143,10953.328125,24564.0,40.0,15.0,206.755,48.0,2685.0
1.4825544000013906,10953.328125,24564.0,40.0,15.0,206.755,48.0,2685.0
1.5439384000001155,10953.328125,24564.0,40.0,15.0,206.755,48.0,2685.0
1.6058147000003373,10953.328125,24564.0,40.0,15.0,136.649,48.0,2685.0
1.6676667000010639,10953.328125,24564.0,40.0,15.0,136.649,48.0,2685.0
1.7292968000001565,10953.328125,24564.0,40.0,15.0,136.649,48.0,2685.0
1.7914021000015055,10953.328125,24564.0,40.0,15.0,136.649,48.0,2685.0
1.8530344999999215,10953.328125,24564.0,40.0,15.0,136.649,48.0,2685.0
1.914794600001187,10953.328125,24564.0,40.0,15.0,136.649,48.0,2685.0
1.9752403000002232,10953.328125,24564.0,40.0,15.0,136.649,48.0,2685.0
2.0371410000007018,10953.328125,24564.0,40.0,15.0,136.649,48.0,2685.0
2.0998270000000048,10953.328125,24564.0,40.0,15.0,119.559,48.0,2685.0
2.1621729000016785,10953.328125,24564.0,40.0,15.0,119.559,48.0,2685.0
2.2251280000000406,10953.328125,24564.0,40.0,15.0,119.559,48.0,2685.0
2.286710200000016,10953.328125,24564.0,40.0,15.0,119.559,48.0,2685.0
2.348302100001092,10953.328125,24564.0,40.0,15.0,119.559,48.0,2685.0
2.4090473000014754,10953.328125,24564.0,40.0,15.0,119.559,48.0,2685.0
2.4698489000002155,10953.328125,24564.0,40.0,15.0,119.559,48.0,2685.0
2.529732500001046,10953.328125,24564.0,40.0,15.0,119.559,48.0,2685.0
2.5904375000009168,10953.328125,24564.0,39.0,15.0,119.075,48.0,2685.0
2.6517650000005233,10953.328125,24564.0,39.0,15.0,119.075,48.0,2685.0
2.7144229000005,10953.328125,24564.0,39.0,15.0,119.075,48.0,2685.0
2.77557010000055,10953.328125,24564.0,39.0,15.0,119.075,48.0,2685.0
2.8379322000000684,10953.328125,24564.0,39.0,15.0,119.075,48.0,2685.0
2.898079200000211,10953.328125,24564.0,39.0,15.0,119.075,48.0,2685.0
2.9595784000011918,10953.328125,24564.0,39.0,15.0,119.075,48.0,2685.0
3.021570700000666,10953.328125,24564.0,39.0,15.0,119.075,48.0,2685.0
3.0835829000006925,10953.328125,24564.0,39.0,15.0,119.075,48.0,2685.0
3.1452027000013913,10953.328125,24564.0,40.0,15.0,119.188,48.0,2685.0
3.2077296000006754,10953.328125,24564.0,40.0,15.0,119.188,48.0,2685.0
3.27038580000044,10953.328125,24564.0,40.0,15.0,119.188,48.0,2685.0
3.3303068000004714,10953.328125,24564.0,40.0,15.0,119.188,48.0,2685.0
3.390869400000156,10953.328125,24564.0,40.0,15.0,119.188,48.0,2685.0
3.451736200000596,10953.328125,24564.0,40.0,15.0,119.188,48.0,2685.0
