t_rel_s,label
0.0005928999999014195,repeat0:start
3.5783788000007917,repeat0:end
3.5785608000005595,repeat1:start
7.210811400000239,repeat1:end
7.211026500001026,repeat2:start
10.819711500000267,repeat2:end
