t_rel_s,label
0.0009664999997767154,repeat0:start
9.913966399999481,repeat0:end
9.914165199999843,repeat1:start
19.974822099999074,repeat1:end
19.975069899999653,repeat2:start
29.851752399999896,repeat2:end
