t_rel_s,label
0.0006454999984271126,repeat0:start
3.5725237999995443,repeat0:end
3.5727236999991874,repeat1:start
7.150237799998649,repeat1:end
7.150433699998757,repeat2:start
10.705135499998505,repeat2:end
