t_rel_s,label
0.0005793000000267057,repeat0:start
3.3337510000001203,repeat0:end
3.333934500000396,repeat1:start
6.629792800000359,repeat1:end
6.629973600000085,repeat2:start
9.958544000000984,repeat2:end
