t_rel_s,label
0.0006898999999975786,repeat0:start
3.007168799998908,repeat0:end
3.007368900000074,repeat1:start
5.994202300000325,repeat1:end
5.994396899999629,repeat2:start
8.971649099999922,repeat2:end
