t_rel_s,label
0.0006897999992361292,repeat0:start
3.010933199999272,repeat0:end
3.0111404999988736,repeat1:start
5.994733800000176,repeat1:end
5.9949400999994396,repeat2:start
8.996807499999704,repeat2:end
