t_rel_s,label
0.00068950000058976,repeat0:start
3.5610747000009724,repeat0:end
3.5612691000005725,repeat1:start
7.139913800001523,repeat1:end
7.140109300000404,repeat2:start
10.720470700000078,repeat2:end
