t_rel_s,label
0.0006554999999934807,repeat0:start
2.887661200000366,repeat0:end
2.8878830000012385,repeat1:start
5.772683000001052,repeat1:end
5.772890000000189,repeat2:start
8.657875500000955,repeat2:end
