t_rel_s,label
0.0006178000003274065,repeat0:start
3.0374563000004855,repeat0:end
3.0376630000009754,repeat1:start
6.053976700000931,repeat1:end
6.054236100000708,repeat2:start
9.082778199999666,repeat2:end
