t_rel_s,label
0.0006164000005810522,repeat0:start
10.936133199998949,repeat0:end
10.936319500000536,repeat1:start
21.849841600000218,repeat1:end
21.85004579999986,repeat2:start
32.732482399998844,repeat2:end
